    Date, Time,Ozone,TempNear,RHNear
20110708,17:00,25,93.08,50.61
20110708,18:00,21,91.08,52.42
20110708,19:00,18,88.82,53.69
20110708,20:00,16,86.76,59.89
20110708,21:00,14,84.84,67.73
20110708,22:00,13,83.38,71.29
20110708,23:00,13,82.42,72.61
20110709,0:00,11,81.41,74.53
20110709,1:00,11,80.96,76.71
20110709,2:00,12,80.49,77.1
20110709,3:00,10,79.91,79.66
20110709,4:00,7,79.37,80.33
20110709,5:00,4,79.29,80.5
20110709,6:00,4,80.03,79.88
20110709,7:00,7,82.48,76.19
20110709,8:00,11,84.33,70.86
20110709,9:00,14,85.67,66.44
20110709,10:00,24,88.8,57.63
20110709,11:00,27,91.83,51.62
20110709,12:00,25,93.64,46.31
20110709,13:00,27,94.78,44.55
20110709,14:00,31,95.38,42.87
20110709,15:00,30,95.29,41.3
20110709,16:00,29,95.01,38.65
20110709,17:00,27,93,42.13
20110709,18:00,20,89.99,52.78
20110709,19:00,17,87.57,57.81
20110709,20:00,16,85.53,64.15
20110709,21:00,17,84.07,66.84
20110709,22:00,   NA,83.28,70.33
20110709,23:00,   NA,82.51,72.78
20110710,0:00,15,81.99,74.58
20110710,1:00,16,81.39,75.81
20110710,2:00,16,80.97,76.53
20110710,3:00,15,80.38,76.79
20110710,4:00,13,80.11,76.72
20110710,5:00,12,80.08,76.58
20110710,6:00,12,81.58,75.33
20110710,7:00,19,84.47,72.63
20110710,8:00,22,86.72,67.68
20110710,9:00,25,88.13,60.39
20110710,10:00,28,90.51,54.42
20110710,11:00,33,92.68,51.05
20110710,12:00,35,93.71,54.58
20110710,13:00,26,93.23,63.28
20110710,14:00,19,93.78,51.25
20110710,15:00,18,94.15,48.49
20110710,16:00,16,93.62,50.88
20110710,17:00,16,92.05,51.65
20110710,18:00,14,89.94,56.68
20110710,19:00,13,87.3,60.62
20110710,20:00,14,85.53,67.55
20110710,21:00,12,84.38,69.88
20110710,22:00,10,83.39,71.7
20110710,23:00,7,82.58,74.79
20110711,0:00,8,82.06,76.36
20110711,1:00,8,81.58,77.22
20110711,2:00,7,81.08,78.08
20110711,3:00,6,80.72,78.5
20110711,4:00,2,80.69,79.47
20110711,5:00,2,81.07,80.17
20110711,6:00,2,82.21,78.53
20110711,7:00,5,84.66,74.12
20110711,8:00,   NA,86.52,66.28
20110711,9:00,14,88.19,59
20110711,10:00,22,90.45,53.72
20110711,11:00,31,92.23,49.34
20110711,12:00,35,93.66,48.97
20110711,13:00,30,91.97,51.83
20110711,14:00,32,93.63,49.08
20110711,15:00,35,94.42,47.71
20110711,16:00,26,94.44,48.02
20110711,17:00,20,93.03,50.05
20110711,18:00,18,90.87,52.42
20110711,19:00,15,88.21,59.83
20110711,20:00,14,86.2,67.03
20110711,21:00,14,84.82,70.73
20110711,22:00,13,83.85,73.5
20110711,23:00,12,83.09,75.7
20110712,0:00,12,82.5,76.9
20110712,1:00,10,82.03,78.14
20110712,2:00,8,81.9,79.37
20110712,3:00,7,81.58,79.7
20110712,4:00,5,81.2,80.37
20110712,5:00,3,80.93,80.8
20110712,6:00,3,81.84,79.37
20110712,7:00,7,84.43,74.5
20110712,8:00,10,86.21,69.88
20110712,9:00,15,88.59,63.59
20110712,10:00,16,90.54,56.13
20110712,11:00,21,92.14,47.59
20110712,12:00,20,93.85,48.18
20110712,13:00,26,94.28,49.27
20110712,14:00,25,92.93,49.01
20110712,15:00,18,89.74,57.36
20110712,16:00,16,80.91,74.14
20110712,17:00,3,81.9,76.81
20110712,18:00,2,85.03,63.91
20110712,19:00,5,87.4,56.17
20110712,20:00,7,86.06,61.77
20110712,21:00,6,84.59,66.56
20110712,22:00,6,83.2,71.12
20110712,23:00,7,81.95,73.91
20110713,0:00,8,81.08,75.76
20110713,1:00,8,80.34,76.92
20110713,2:00,5,79.7,78.24
20110713,3:00,4,79.23,79.51
20110713,4:00,2,79.05,80.65
20110713,5:00,0,78.92,80.94
20110713,6:00,1,80.43,79.48
20110713,7:00,5,83.18,74.47
20110713,8:00,9,85.85,68.37
20110713,9:00,13,87.67,61.55
20110713,10:00,20,90.13,54.62
20110713,11:00,28,91.72,51.18
20110713,12:00,29,93.28,46.62
20110713,13:00,24,92.88,55.53
20110713,14:00,21,94.17,51.67
20110713,15:00,18,94.17,52.73
20110713,16:00,19,94.15,49.4
20110713,17:00,20,93.84,49.67
20110713,18:00,18,91.99,52.2
20110713,19:00,14,89.14,59
20110713,20:00,12,86.78,63.56
20110713,21:00,11,84.97,66.79
20110713,22:00,11,83.72,71.47
20110713,23:00,11,82.67,74.43
20110714,0:00,11,82.05,76.59
20110714,1:00,8,81.4,77.81
20110714,2:00,9,80.84,78.81
20110714,3:00,6,80.36,79.38
20110714,4:00,4,80.3,80.09
20110714,5:00,1,80.31,79.65
20110714,6:00,2,81.4,79.07
20110714,7:00,5,83.85,74.01
20110714,8:00,10,86.2,68.8
20110714,9:00,14,88.14,62.46
20110714,10:00,18,90.46,56.91
20110714,11:00,23,92.65,49.17
20110714,12:00,28,94.55,43.97
20110714,13:00,28,92.99,47.7
20110714,14:00,23,90.63,55.64
20110714,15:00,22,91.91,55.19
20110714,16:00,22,93.01,52.78
20110714,17:00,21,92.15,53.6
20110714,18:00,15,90.18,55.97
20110714,19:00,11,88.22,56.69
20110714,20:00,8,86.28,62.92
20110714,21:00,9,84.95,65.64
20110714,22:00,9,84.01,69.48
20110714,23:00,10,83.21,72.33
20110715,0:00,9,82.54,74.25
20110715,1:00,9,82.38,75.56
20110715,2:00,7,82.01,77.34
20110715,3:00,5,81.74,78.38
20110715,4:00,4,81.47,79.38
20110715,5:00,2,81.49,79.52
20110715,6:00,2,81.97,79.24
20110715,7:00,3,83.17,77.99
20110715,8:00,5,84.78,73.42
20110715,9:00,10,87.35,64.19
20110715,10:00,15,88.57,58.33
20110715,11:00,18,89.66,56.8
20110715,12:00,12,89.12,60.51
20110715,13:00,11,87.9,61.3
20110715,14:00,11,85.8,69
20110715,15:00,15,87.26,66.43
20110715,16:00,18,88.62,59.63
20110715,17:00,18,88.88,55.87
20110715,18:00,16,88.72,55.6
20110715,19:00,11,86.92,58.88
20110715,20:00,7,85.03,61.5
20110715,21:00,8,83.66,67.38
20110715,22:00,5,82.62,70.36
20110715,23:00,8,82.13,73.17
20110716,0:00,6,81.48,75.28
20110716,1:00,6,81.12,77.24
20110716,2:00,6,81.01,78.78
20110716,3:00,8,80.55,79.71
20110716,4:00,6,80.58,79.92
20110716,5:00,4,80.53,79.54
20110716,6:00,3,80.66,78.94
20110716,7:00,5,81.41,77.97
20110716,8:00,5,82.08,77.74
20110716,9:00,3,79.51,67.67
20110716,10:00,7,79.92,62.93
20110716,11:00,10,82.33,61.29
20110716,12:00,16,84.89,63.9
20110716,13:00,23,88.45,57.98
20110716,14:00,31,89.97,54.47
20110716,15:00,31,88.29,62.61
20110716,16:00,28,88.73,58.15
20110716,17:00,31,89.58,53.36
20110716,18:00,25,88.15,56.12
20110716,19:00,20,86.21,60.28
20110716,20:00,13,84.3,69.72
20110716,21:00,14,83.11,73.78
20110716,22:00,   NA,82.25,75.82
20110716,23:00,12,81.74,76.83
20110717,0:00,11,81.15,79.08
20110717,1:00,9,80.5,80.3
20110717,2:00,9,79.73,80.42
20110717,3:00,8,79.42,80.18
20110717,4:00,7,79.17,81.48
20110717,5:00,4,78.98,85.31
20110717,6:00,3,80.05,83.57
20110717,7:00,8,82.86,77.41
20110717,8:00,13,84.84,72.09
20110717,9:00,18,87.73,60.48
20110717,10:00,24,89.83,49.21
20110717,11:00,30,91.81,46.07
20110717,12:00,32,92.93,43.1
20110717,13:00,34,93.94,44.48
20110717,14:00,33,94.94,41.23
20110717,15:00,35,95.88,37.38
20110717,16:00,35,96.6,39.15
20110717,17:00,32,95.06,39.21
20110717,18:00,24,91.75,40.48
20110717,19:00,19,87.87,54.06
20110717,20:00,16,85.81,62.57
20110717,21:00,14,84.4,67.64
20110717,22:00,12,83.31,69.47
20110717,23:00,11,82.66,71.81
20110718,0:00,11,82.13,73.6
20110718,1:00,10,81.45,75.2
20110718,2:00,10,81.03,76.63
20110718,3:00,9,80.86,77.81
20110718,4:00,7,80.62,78.83
20110718,5:00,6,80.6,79.45
20110718,6:00,2,81.42,79.52
20110718,7:00,6,83.15,76.33
20110718,8:00,10,85.21,68.72
20110718,9:00,   NA,86.86,63.52
20110718,10:00,14,86.38,62.16
20110718,11:00,20,86.58,60.14
20110718,12:00,28,88.38,54.5
20110718,13:00,37,88.72,56.32
20110718,14:00,39,88.82,55.8
20110718,15:00,42,90.32,53.89
20110718,16:00,55,92.36,49.85
20110718,17:00,54,91.56,54.28
20110718,18:00,37,88.67,60.08
20110718,19:00,20,86.89,64.16
20110718,20:00,15,85.84,66.45
20110718,21:00,14,84.82,65.22
20110718,22:00,12,83.58,66.92
20110718,23:00,10,82.58,69.3
20110719,0:00,9,82.01,71.27
20110719,1:00,10,81.77,72.83
20110719,2:00,10,81.83,73.48
20110719,3:00,9,81.92,74.28
20110719,4:00,8,81.94,74.8
20110719,5:00,4,82.03,75.29
20110719,6:00,1,82.15,75.31
20110719,7:00,1,81.83,78.27
20110719,8:00,1,80.44,84.39
20110719,9:00,0,80.35,85.44
20110719,10:00,0,80.49,84.88
20110719,11:00,2,79.68,85.56
20110719,12:00,3,77.61,83.18
20110719,13:00,3,76.8,88.92
20110719,14:00,10,79.54,84.58
20110719,15:00,18,82.44,71.07
20110719,16:00,34,85.42,65.1
20110719,17:00,39,86.72,61.53
20110719,18:00,37,86.67,59.46
20110719,19:00,27,84.67,68.73
20110719,20:00,31,82.37,72.34
20110719,21:00,31,80.99,76.53
20110719,22:00,24,80.37,79.32
20110719,23:00,18,80.04,81.05
20110720,0:00,16,79.58,80.87
20110720,1:00,9,79.39,81.35
20110720,2:00,8,78.26,81.42
20110720,3:00,8,77,84.64
20110720,4:00,3,77.61,84.28
20110720,5:00,0,77.93,83.12
20110720,6:00,0,78.75,80.47
20110720,7:00,3,81.71,75.65
20110720,8:00,7,84.67,71.12
20110720,9:00,   NA,82.32,71.14
20110720,10:00,   NA,85.72,68.58
20110720,11:00,16,84.97,63.64
20110720,12:00,11,85.17,66.88
20110720,13:00,19,91.28,54.42
20110720,14:00,22,91.56,52.16
20110720,15:00,21,92.38,55.37
20110720,16:00,20,91.91,53.71
20110720,17:00,18,91.08,53.08
20110720,18:00,10,88.31,58.22
20110720,19:00,7,85.98,65.55
20110720,20:00,4,84.61,68.64
20110720,21:00,5,83.47,72.16
20110720,22:00,5,82.62,74.87
20110720,23:00,4,81.96,76.53
20110721,0:00,5,81.08,76.63
20110721,1:00,4,80.4,77.33
20110721,2:00,3,79.86,78.74
20110721,3:00,2,79.59,79.33
20110721,4:00,1,79.43,79.67
20110721,5:00,0,79.38,79.28
20110721,6:00,0,80.42,78.11
20110721,7:00,2,83.21,73.46
20110721,8:00,7,85.17,66.43
20110721,9:00,12,87.56,58.94
20110721,10:00,15,89.83,52.01
20110721,11:00,15,92.09,46.8
20110721,12:00,18,93.68,42.15
20110721,13:00,19,93.88,43.17
20110721,14:00,20,94.83,47.65
20110721,15:00,22,94.79,47.91
20110721,16:00,19,92.41,55.52
20110721,17:00,16,90.7,59.11
20110721,18:00,13,88.6,63.27
20110721,19:00,11,86.31,67.67
20110721,20:00,12,84.78,69.72
20110721,21:00,10,83.81,72.46
20110721,22:00,10,82.95,74.66
20110721,23:00,9,82.24,75.42
20110722,0:00,8,81.41,76.86
20110722,1:00,6,80.96,78.28
20110722,2:00,5,80.61,78.92
20110722,3:00,4,80.36,79.19
20110722,4:00,2,80.29,78.34
20110722,5:00,1,80.41,79.96
20110722,6:00,1,81.83,78.77
20110722,7:00,6,84.6,74.91
20110722,8:00,10,86.78,69.12
20110722,9:00,13,89.09,62
20110722,10:00,16,91.88,56.14
20110722,11:00,17,93.22,56.78
20110722,12:00,16,87.47,66.42
20110722,13:00,12,83.07,77.43
20110722,14:00,20,88.35,77.61
20110722,15:00,21,89.18,77.84
20110722,16:00,19,92.97,59.95
20110722,17:00,17,91.11,60.66
20110722,18:00,15,89.05,62.63
20110722,19:00,12,86.58,68.44
20110722,20:00,11,85.08,72.05
20110722,21:00,10,84.13,74.99
20110722,22:00,9,83.37,76.34
20110722,23:00,7,82.88,76.84
20110723,0:00,6,82.37,77.72
20110723,1:00,4,81.87,78.88
20110723,2:00,4,81.32,79.83
20110723,3:00,3,80.97,79.9
20110723,4:00,3,80.94,80.97
20110723,5:00,1,80.94,81.37
20110723,6:00,2,81.41,81.37
20110723,7:00,8,85.03,77.91
20110723,8:00,11,87.28,71.03
20110723,9:00,15,89.68,64.22
20110723,10:00,18,91.93,58.43
20110723,11:00,20,92.87,54.77
20110723,12:00,20,95.12,49.3
20110723,13:00,22,95.78,46.69
20110723,14:00,22,96.73,52.28
20110723,15:00,23,96.53,53.65
20110723,16:00,22,94.62,55.07
20110723,17:00,19,92.97,55.28
20110723,18:00,15,89.78,61.24
20110723,19:00,13,86.62,65.79
20110723,20:00,10,84.97,70.26
20110723,21:00,9,83.98,72.68
20110723,22:00,   NA,83.01,75.46
20110723,23:00,9,82.47,76.69
20110724,0:00,8,81.88,78.44
20110724,1:00,9,81.08,79.71
20110724,2:00,11,80.49,80.77
20110724,3:00,11,80.12,81.53
20110724,4:00,10,79.92,82.22
20110724,5:00,7,80.24,82.24
20110724,6:00,5,80.79,81.69
20110724,7:00,8,82.44,79.93
20110724,8:00,13,84.42,76.43
20110724,9:00,17,86.47,70.84
20110724,10:00,22,88.74,64.08
20110724,11:00,27,92.21,55.78
20110724,12:00,32,93.7,50.46
20110724,13:00,33,94.78,46.86
20110724,14:00,32,94.96,52.71
20110724,15:00,28,93.28,51.25
20110724,16:00,26,92.08,56.62
20110724,17:00,27,89.54,56.08
20110724,18:00,27,89.08,56.18
20110724,19:00,16,86.38,66.53
20110724,20:00,12,84.7,69.44
20110724,21:00,10,83.55,72.97
20110724,22:00,11,82.78,75.55
20110724,23:00,11,82.12,77.78
20110725,0:00,10,81.58,79.76
20110725,1:00,10,81.14,81.13
20110725,2:00,10,80.46,81.31
20110725,3:00,8,80.2,81.97
20110725,4:00,3,80.32,82.31
20110725,5:00,2,79.83,81.94
20110725,6:00,2,80.69,81.93
20110725,7:00,4,82.59,78.62
20110725,8:00,9,85.05,71
20110725,9:00,13,87.26,64.28
20110725,10:00,20,89.64,57.34
20110725,11:00,33,91.26,51.66
20110725,12:00,33,93.25,49.62
20110725,13:00,34,94.29,46.35
20110725,14:00,40,94.58,55.98
20110725,15:00,25,93.07,53.71
20110725,16:00,26,92.94,53
20110725,17:00,23,92.24,53.76
20110725,18:00,21,90.43,58.08
20110725,19:00,14,88.27,62.02
20110725,20:00,13,86.62,66.63
20110725,21:00,13,85.36,68.68
20110725,22:00,12,83.72,74.17
20110725,23:00,11,82.78,77.12
20110726,0:00,11,82.24,78.23
20110726,1:00,12,81.47,79.15
20110726,2:00,11,80.78,80.03
20110726,3:00,9,80.68,80.86
20110726,4:00,5,80.38,80.93
20110726,5:00,2,80.06,81.05
20110726,6:00,2,80.39,80.93
20110726,7:00,   NA,81.73,78.65
20110726,8:00,9,84.12,73.92
20110726,9:00,13,86.29,65.68
20110726,10:00,17,88.69,57.86
20110726,11:00,25,91.81,51.87
20110726,12:00,27,93.83,47.68
20110726,13:00,32,95.22,43.08
20110726,14:00,37,96.08,39.63
20110726,15:00,37,96.44,41.86
20110726,16:00,34,96.73,45.77
20110726,17:00,27,95.79,46.01
20110726,18:00,18,91.99,49.98
20110726,19:00,15,89.14,53.04
20110726,20:00,14,86.92,57.98
20110726,21:00,11,85.03,64.62
20110726,22:00,11,83.81,69.96
20110726,23:00,12,82.9,72.88
20110727,0:00,10,82.36,75.03
20110727,1:00,9,81.78,76.73
20110727,2:00,8,81.82,78.45
20110727,3:00,7,81.74,78.75
20110727,4:00,6,81.46,78.84
20110727,5:00,3,80.98,79.63
20110727,6:00,3,81.54,79.24
20110727,7:00,6,83.84,75.44
20110727,8:00,10,85.83,69.32
20110727,9:00,12,88.41,60.46
20110727,10:00,17,89.82,55.6
20110727,11:00,26,92.75,49.26
20110727,12:00,27,93.55,46.52
20110727,13:00,24,94.62,48.92
20110727,14:00,23,95.62,45.02
20110727,15:00,21,94.58,47.92
20110727,16:00,20,93.17,50.77
20110727,17:00,22,92.24,52.28
20110727,18:00,20,90.22,56.03
20110727,19:00,16,87.42,60.93
20110727,20:00,16,85.8,65.65
20110727,21:00,15,84.65,68.58
20110727,22:00,16,83.87,70.42
20110727,23:00,14,83.17,71.72
20110728,0:00,12,82.75,73.33
20110728,1:00,9,82.08,75.45
20110728,2:00,8,81.64,77.39
20110728,3:00,6,81.17,79.28
20110728,4:00,3,81.07,79.41
20110728,5:00,1,81.03,79.39
20110728,6:00,0,81.69,77.49
20110728,7:00,5,83.92,74.02
20110728,8:00,10,86.83,67.19
20110728,9:00,15,88.47,60.04
20110728,10:00,23,91.37,53.32
20110728,11:00,24,92.79,46.96
20110728,12:00,19,85.38,57.77
20110728,13:00,17,80.7,76.19
20110728,14:00,28,85.15,67.28
20110728,15:00,25,88.65,61.83
20110728,16:00,23,89.87,64.36
20110728,17:00,25,89.12,65.42
20110728,18:00,18,87.79,63.83
20110728,19:00,11,85.96,66.95
20110728,20:00,11,84.66,70.66
20110728,21:00,11,83.89,73.89
20110728,22:00,10,83.42,75.04
20110728,23:00,11,83.08,75.5
20110729,0:00,10,82.69,76.33
20110729,1:00,10,82.43,77.25
20110729,2:00,9,82.16,77.73
20110729,3:00,9,81.96,76.95
20110729,4:00,9,81.89,75.78
20110729,5:00,5,82.19,76.45
20110729,6:00,1,82.24,80.43
20110729,7:00,2,82.97,80.47
20110729,8:00,8,81.74,82.32
20110729,9:00,14,79.42,79.38
20110729,10:00,15,84.82,73.32
20110729,11:00,26,87.74,66.36
20110729,12:00,28,88.64,63.37
20110729,13:00,24,87.79,65.92
20110729,14:00,23,86.03,69.16
20110729,15:00,21,84.9,69.59
20110729,16:00,18,84.17,74.03
20110729,17:00,16,83.22,78.39
20110729,18:00,10,83.33,76.46
20110729,19:00,17,83.67,72.84
20110729,20:00,16,83.34,72.55
20110729,21:00,15,83.32,74.32
20110729,22:00,13,83.11,73.33
20110729,23:00,11,82.75,74.74
20110730,0:00,15,82.09,75.28
20110730,1:00,14,81.83,76.65
20110730,2:00,12,82.2,76.72
20110730,3:00,16,80.13,78.48
20110730,4:00,13,78.33,84.19
20110730,5:00,11,77.83,87.78
20110730,6:00,11,78.67,88.88
20110730,7:00,10,80.81,86.38
20110730,8:00,12,83.17,78.33
20110730,9:00,20,86.92,68.76
20110730,10:00,22,89.86,62.13
20110730,11:00,21,91.22,56.73
20110730,12:00,23,92.48,51.92
20110730,13:00,24,92.97,50.63
20110730,14:00,28,93.23,50.38
20110730,15:00,31,93.22,49.33
20110730,16:00,33,92.6,50.8
20110730,17:00,31,91.25,54.58
20110730,18:00,19,89.42,58.99
20110730,19:00,12,86.78,62.83
20110730,20:00,12,84.7,66.93
20110730,21:00,14,83.52,70.72
20110730,22:00,   NA,82.51,73.23
20110730,23:00,9,81.61,74.36
20110731,0:00,8,80.91,76.86
20110731,1:00,8,80.42,78
20110731,2:00,8,79.72,77.13
20110731,3:00,6,79.33,79.45
20110731,4:00,4,78.83,82.14
20110731,5:00,1,78.83,84.31
20110731,6:00,2,79.25,86.06
20110731,7:00,8,81.22,81.38
20110731,8:00,16,83.9,74.17
20110731,9:00,22,86.84,66.14
20110731,10:00,31,89.64,59.92
20110731,11:00,45,91.43,52.87
20110731,12:00,52,92.86,47.82
20110731,13:00,53,94.83,44.63
20110731,14:00,57,96.62,44.33
20110731,15:00,53,96.75,44.8
20110731,16:00,47,95.3,46.72
20110731,17:00,38,94.53,48.29
20110731,18:00,28,92.38,48.37
20110731,19:00,22,89.53,52.68
20110731,20:00,18,86.83,60.63
20110731,21:00,17,84.49,69.94
20110731,22:00,16,83.4,71.08
20110731,23:00,16,82.38,74.08
20110801,0:00,17,81.49,76.2
20110801,1:00,16,81.29,78.08
20110801,2:00,15,81.17,78.92
20110801,3:00,10,81.12,78.97
20110801,4:00,7,80.98,79.43
20110801,5:00,6,80.76,78.47
20110801,6:00,5,81.13,78.36
20110801,7:00,   NA,82.89,74.61
20110801,8:00,   NA,84.89,69.4
20110801,9:00,17,87.42,61.67
20110801,10:00,   NA,90.27,53.95
20110801,11:00,   NA,93.08,49.02
20110801,12:00,47,95.53,44.23
20110801,13:00,48,96.57,42.41
20110801,14:00,58,97.6,41.63
20110801,15:00,61,98.27,41.61
20110801,16:00,54,98.21,41.77
20110801,17:00,51,97.64,45.67
20110801,18:00,33,94.4,50.75
20110801,19:00,23,91.25,55.12
20110801,20:00,19,88.19,63.21
20110801,21:00,15,85.97,65.47
20110801,22:00,15,84.42,68.25
20110801,23:00,16,83.82,69.58
20110802,0:00,15,82.97,70.97
20110802,1:00,13,82.25,72.3
20110802,2:00,11,81.84,73.84
20110802,3:00,10,81.79,75.72
20110802,4:00,9,82.02,76.93
20110802,5:00,5,81.78,77.92
20110802,6:00,5,82.06,78.48
20110802,7:00,7,83.6,77.99
20110802,8:00,   NA,85.56,71.66
20110802,9:00,   NA,87.78,63.6
20110802,10:00,26,90.06,55.8
20110802,11:00,37,92.58,51.23
20110802,12:00,38,94.65,48.27
20110802,13:00,45,95.79,44.97
20110802,14:00,46,97.17,43.46
20110802,15:00,44,98.32,41.31
20110802,16:00,42,97.95,45.89
20110802,17:00,34,95.83,51.06
20110802,18:00,23,93.07,51.97
20110802,19:00,20,90.33,56.07
20110802,20:00,14,88.04,59.34
20110802,21:00,12,86.15,63.84
20110802,22:00,10,84.72,69.2
20110802,23:00,11,83.73,73.15
20110803,0:00,11,82.85,75.64
20110803,1:00,9,82.29,77.13
20110803,2:00,8,81.63,79.17
20110803,3:00,6,81.14,80.8
20110803,4:00,3,80.99,81.9
20110803,5:00,2,80.78,82.5
20110803,6:00,1,81.79,81.67
20110803,7:00,4,84.12,77.53
20110803,8:00,6,86.38,72.12
20110803,9:00,10,88.38,62.87
20110803,10:00,22,90.66,55.42
20110803,11:00,31,92.72,50.21
20110803,12:00,35,94.48,47.2
20110803,13:00,36,96.06,43.58
20110803,14:00,39,97.51,40.32
20110803,15:00,34,98.63,38.89
20110803,16:00,35,98.81,42.07
20110803,17:00,27,96.86,46.14
20110803,18:00,20,94.03,47.84
20110803,19:00,18,90.88,50.92
20110803,20:00,13,88.17,54.38
20110803,21:00,13,85.89,59.14
20110803,22:00,13,84.41,66.28
20110803,23:00,12,83.09,72.24
20110804,0:00,12,82.15,74.38
20110804,1:00,12,81.28,76.17
20110804,2:00,10,80.72,78.17
20110804,3:00,8,80.64,80.43
20110804,4:00,7,80.24,81.29
20110804,5:00,3,79.97,81.15
20110804,6:00,3,80.92,79.83
20110804,7:00,5,83.51,77.83
20110804,8:00,9,85.55,71.78
20110804,9:00,14,88.8,60.03
20110804,10:00,21,91.29,51.16
20110804,11:00,30,93.03,47.87
20110804,12:00,34,94.93,43.6
20110804,13:00,39,96.16,38.56
20110804,14:00,33,97.83,39.64
20110804,15:00,32,97.72,48.9
20110804,16:00,29,96.32,53.01
20110804,17:00,23,93.91,56.43
20110804,18:00,19,91.22,59.36
20110804,19:00,15,88.71,62.1
20110804,20:00,11,86.88,66.53
20110804,21:00,9,85.32,70.33
20110804,22:00,9,84.01,73.38
20110804,23:00,7,83.17,75.15
20110805,0:00,7,82.47,75.37
20110805,1:00,6,82.08,76.56
20110805,2:00,5,81.75,78.75
20110805,3:00,4,81.16,79.3
20110805,4:00,2,80.94,79.84
20110805,5:00,0,80.81,80.42
20110805,6:00,1,81.78,80.03
20110805,7:00,4,84.49,76.03
20110805,8:00,6,86.34,69.29
20110805,9:00,9,89.04,61.79
20110805,10:00,18,91.17,53.78
20110805,11:00,22,93.42,49.61
20110805,12:00,20,95.65,45.05
20110805,13:00,25,97.06,42.11
20110805,14:00,26,98.43,47.92
20110805,15:00,27,96.72,49.29
20110805,16:00,24,96.16,49.68
20110805,17:00,19,93.66,54.81
20110805,18:00,13,90.53,59.42
20110805,19:00,10,88.19,65.5
20110805,20:00,8,86.33,71.8
20110805,21:00,7,85.12,72.49
20110805,22:00,6,84.33,71.64
20110805,23:00,6,83.62,72.81
20110806,0:00,7,82.95,75.28
20110806,1:00,7,82.63,77.05
20110806,2:00,6,82.67,78.5
20110806,3:00,6,82.74,79
20110806,4:00,5,82.47,79.21
20110806,5:00,3,82.3,79.24
20110806,6:00,3,83.02,77.42
20110806,7:00,6,85.03,72.97
20110806,8:00,10,87.28,61.84
20110806,9:00,16,89.91,54
20110806,10:00,23,91.96,50.74
20110806,11:00,25,93.9,47.05
20110806,12:00,27,95.62,44.77
20110806,13:00,30,96.19,44.64
20110806,14:00,33,96.61,46.32
20110806,15:00,27,96.56,45.72
20110806,16:00,24,95.47,45.11
20110806,17:00,21,93.85,47.9
20110806,18:00,12,90.93,51.98
20110806,19:00,8,88.22,60.49
20110806,20:00,6,86.24,67.45
20110806,21:00,8,85.28,71.08
20110806,22:00,   NA,84.53,72.8
20110806,23:00,   NA,83.93,73.92
20110807,0:00,8,83.58,75.67
20110807,1:00,6,83.1,77.2
20110807,2:00,5,82.66,78.17
20110807,3:00,5,82.05,78.97
20110807,4:00,5,81.69,77.58
20110807,5:00,4,81.41,78.85
20110807,6:00,5,81.99,78.29
20110807,7:00,10,84.35,74.89
20110807,8:00,14,87.12,68.7
20110807,9:00,18,89.25,60.99
20110807,10:00,21,91.52,54.08
20110807,11:00,24,93.06,48.59
20110807,12:00,26,95.01,44.91
20110807,13:00,28,96.92,42.83
20110807,14:00,24,97.21,46.68
20110807,15:00,23,96.24,47.78
20110807,16:00,22,95.22,50.57
20110807,17:00,19,93.54,53.3
20110807,18:00,16,90.96,57.65
20110807,19:00,12,88.31,62.06
20110807,20:00,10,86.24,66.88
20110807,21:00,9,84.78,71.33
20110807,22:00,9,83.76,73.5
20110807,23:00,7,83.16,74.31
20110808,0:00,7,82.47,75.76
20110808,1:00,7,81.91,77.55
20110808,2:00,5,81.41,78.64
20110808,3:00,4,81.17,79.67
20110808,4:00,4,80.78,80.09
20110808,5:00,1,80.62,80.23
20110808,6:00,2,81.74,79.36
20110808,7:00,   NA,84.27,74.7
20110808,8:00,9,87.26,67.94
20110808,9:00,13,89.53,59.75
20110808,10:00,16,92.07,53.23
20110808,11:00,23,94.78,48.36
20110808,12:00,21,95.9,41.4
20110808,13:00,21,97.82,38.59
20110808,14:00,24,98.36,38.4
20110808,15:00,24,98.28,39.2
20110808,16:00,20,96.42,46.28
20110808,17:00,20,93.83,52.12
20110808,18:00,18,90.69,57.41
20110808,19:00,17,87.94,62.37
20110808,20:00,14,85.67,69.14
20110808,21:00,11,84.43,73.33
20110808,22:00,10,83.44,75.67
20110808,23:00,9,82.71,77.32
20110809,0:00,8,81.94,78.72
20110809,1:00,7,81.48,79.62
20110809,2:00,7,81.12,80.44
20110809,3:00,6,80.79,81.08
20110809,4:00,4,80.44,81.54
20110809,5:00,1,80.55,81.63
20110809,6:00,2,81.77,80.62
20110809,7:00,6,84.81,77.22
20110809,8:00,10,87.5,70.55
20110809,9:00,12,90.52,61.59
20110809,10:00,16,93.67,55.59
20110809,11:00,19,95.58,51.13
20110809,12:00,21,96.75,49.62
20110809,13:00,18,98.28,43.48
20110809,14:00,19,98.82,42.39
20110809,15:00,21,99.09,41.1
20110809,16:00,20,97.88,43.71
20110809,17:00,18,95.67,47.61
20110809,18:00,17,92.42,49.38
20110809,19:00,16,89.08,59.88
20110809,20:00,12,86.33,68.5
20110809,21:00,11,85.07,72.02
20110809,22:00,11,84.03,73.82
20110809,23:00,10,83.46,75.11
