    Date, Time,Ozone,TempNear,RHNear
20110101,0:00,   NA,         NA,          NA
20110101,1:00,32,59.39,34.54
20110101,2:00,31,58.8,33.33
20110101,3:00,33,57.84,30.45
20110101,4:00,33,56.6,26.57
20110101,5:00,32,55.08,24.53
20110101,6:00,33,54.02,22.63
20110101,7:00,32,53.78,20.8
20110101,8:00,32,53.92,20.48
20110101,9:00,33,55.28,20.28
20110101,10:00,34,57.22,19.59
20110101,11:00,35,58.9,21.12
20110101,12:00,36,60.73,22.23
20110101,13:00,36,61.26,23.11
20110101,14:00,36,61.42,23.91
20110101,15:00,36,61.58,24.62
20110101,16:00,34,60.8,25.89
20110101,17:00,28,59.45,29.23
20110101,18:00,22,57.53,34.01
20110101,19:00,23,55.48,36.2
20110101,20:00,25,53.1,38.11
20110101,21:00,22,50.66,41.31
20110101,22:00,   NA,48.42,44.75
20110101,23:00,25,46.38,47.34
20110102,0:00,25,44.6,49.77
20110102,1:00,26,43.21,51.1
20110102,2:00,25,41.69,49.41
20110102,3:00,24,40.51,50.36
20110102,4:00,20,39.49,51.83
20110102,5:00,23,38.95,43.88
20110102,6:00,22,38.4,39.05
20110102,7:00,18,37.89,40.94
20110102,8:00,22,38.85,37.02
20110102,9:00,25,41.56,32.77
20110102,10:00,26,44.84,31.26
20110102,11:00,29,48.05,29.23
20110102,12:00,30,50.42,26.18
20110102,13:00,32,52.33,25.23
20110102,14:00,35,53.86,24.95
20110102,15:00,36,54.7,23.48
20110102,16:00,36,54.75,24.07
20110102,17:00,30,53.77,27.02
20110102,18:00,21,52.17,29.33
20110102,19:00,4,49.37,37.33
20110102,20:00,1,48.15,41.72
20110102,21:00,0,47.06,50.01
20110102,22:00,1,45.9,56.08
20110102,23:00,0,45.58,51.11
20110103,0:00,0,45.62,43.69
20110103,1:00,1,44.74,47.92
20110103,2:00,0,43.02,52.94
20110103,3:00,0,41.48,59.75
20110103,4:00,0,41.11,63.67
20110103,5:00,0,40.69,65.44
20110103,6:00,0,40.59,65.92
20110103,7:00,1,40.8,65.42
20110103,8:00,2,43.62,65.83
20110103,9:00,6,48.74,63.11
20110103,10:00,18,52.43,59.24
20110103,11:00,24,55.33,56.87
20110103,12:00,30,56.83,56.41
20110103,13:00,37,58.14,55.13
20110103,14:00,32,58.36,53.81
20110103,15:00,29,57.29,59.88
20110103,16:00,28,55.64,63.6
20110103,17:00,28,54.51,66.11
20110103,18:00,27,54.19,68.77
20110103,19:00,28,53.91,71.71
20110103,20:00,29,53.56,73.12
20110103,21:00,27,53.46,74.88
20110103,22:00,23,53.02,77.5
20110103,23:00,16,52.59,82.01
20110104,0:00,15,54.21,85.56
20110104,1:00,22,54.42,85.93
20110104,2:00,15,54.92,85.75
20110104,3:00,12,56.25,86.38
20110104,4:00,1,56.89,86.51
20110104,5:00,0,56.88,87.09
20110104,6:00,0,57.17,87.96
20110104,7:00,0,57.6,87.89
20110104,8:00,1,58.41,87.67
20110104,9:00,3,58.97,88.36
20110104,10:00,5,60.08,87.95
20110104,11:00,14,62.09,84.19
20110104,12:00,24,64.52,77.21
20110104,13:00,25,65.03,75.97
20110104,14:00,21,65.47,75.63
20110104,15:00,13,65.14,76.96
20110104,16:00,9,63.59,80.79
20110104,17:00,11,60.97,86.47
20110104,18:00,8,60.85,88.33
20110104,19:00,17,60.42,87.97
20110104,20:00,15,61.08,88.12
20110104,21:00,10,61.58,89.02
20110104,22:00,10,62.01,89.52
20110104,23:00,10,63.63,90.03
20110105,0:00,8,65.22,90.68
20110105,1:00,6,65.2,90.93
20110105,2:00,7,65.7,90.87
20110105,3:00,4,65.65,90.78
20110105,4:00,7,67.22,90.89
20110105,5:00,8,67.03,89.92
20110105,6:00,2,65.17,89.66
20110105,7:00,1,63.55,90.07
20110105,8:00,3,63.92,87.86
20110105,9:00,6,64.22,83.34
20110105,10:00,15,65.61,78.12
20110105,11:00,18,67.78,69.77
20110105,12:00,23,68.96,63.84
20110105,13:00,25,68.97,57.62
20110105,14:00,28,70.49,40.81
20110105,15:00,25,70.61,32.87
20110105,16:00,23,70.05,33.19
20110105,17:00,8,67.97,34.76
20110105,18:00,10,66.03,32.41
20110105,19:00,11,64.14,34.21
20110105,20:00,17,62.26,35.84
20110105,21:00,12,60.88,37.88
20110105,22:00,4,59.76,41.2
20110105,23:00,14,57.33,45.7
20110106,0:00,13,54.8,46.68
20110106,1:00,13,53.17,47.31
20110106,2:00,11,51.62,48.84
20110106,3:00,10,49.97,53.08
20110106,4:00,15,48.62,58.53
20110106,5:00,7,47.88,60.64
20110106,6:00,3,47.08,59.81
20110106,7:00,3,46.53,61.86
20110106,8:00,5,48.37,59.99
20110106,9:00,7,52.6,49.7
20110106,10:00,15,56.79,40.81
20110106,11:00,22,59.62,35.26
20110106,12:00,26,61.49,30.02
20110106,13:00,33,63.38,27.19
20110106,14:00,35,64.7,24.69
20110106,15:00,32,65,24.74
20110106,16:00,27,64.67,24.88
20110106,17:00,13,63.24,27.22
20110106,18:00,6,61.03,31
20110106,19:00,13,59.44,34.12
20110106,20:00,13,57.98,34.53
20110106,21:00,3,56.64,35.73
20110106,22:00,13,55.77,36.9
20110106,23:00,15,54.13,38.57
20110107,0:00,7,52.71,40.75
20110107,1:00,0,49.33,44.04
20110107,2:00,0,47.52,53.12
20110107,3:00,10,47.79,49.27
20110107,4:00,8,49.19,50.35
20110107,5:00,5,48.91,55.28
20110107,6:00,8,49.13,58.39
20110107,7:00,4,48.85,60.59
20110107,8:00,18,52.48,57.48
20110107,9:00,15,56.02,46.91
20110107,10:00,19,59.43,40.03
20110107,11:00,30,63.63,35.19
20110107,12:00,43,67.06,30.46
20110107,13:00,48,68.84,29.14
20110107,14:00,47,70.08,30.01
20110107,15:00,43,70.87,30.73
20110107,16:00,36,70.5,29.13
20110107,17:00,31,69.33,31.72
20110107,18:00,16,67.94,35.06
20110107,19:00,7,65.95,37.67
20110107,20:00,19,63.9,45.3
20110107,21:00,24,62,51.11
20110107,22:00,16,60.12,56.32
20110107,23:00,20,58.08,60.75
20110108,0:00,11,57.22,64.12
20110108,1:00,27,56.07,64.62
20110108,2:00,6,54.93,61.96
20110108,3:00,3,53.83,54.67
20110108,4:00,10,52.2,51.19
20110108,5:00,7,50.77,47.65
20110108,6:00,3,49.84,49.52
20110108,7:00,2,48.74,51.99
20110108,8:00,6,50.05,50.9
20110108,9:00,19,53.08,42.1
20110108,10:00,28,55.41,32.33
20110108,11:00,31,57.54,28.44
20110108,12:00,32,59.67,27.78
20110108,13:00,35,61.58,26.65
20110108,14:00,37,62.92,25.81
20110108,15:00,36,63.42,26.02
20110108,16:00,34,62.73,29.82
20110108,17:00,23,59.94,38.62
20110108,18:00,20,57.25,48.92
20110108,19:00,26,55.64,53.06
20110108,20:00,24,55.47,56.02
20110108,21:00,20,55.66,56.51
20110108,22:00,   NA,55.34,52.89
20110108,23:00,21,56.33,54.07
20110109,0:00,22,54.5,55.73
20110109,1:00,20,53.19,57.85
20110109,2:00,22,53.39,60.72
20110109,3:00,24,53.19,58.93
20110109,4:00,23,52.29,59.9
20110109,5:00,24,51.12,59.58
20110109,6:00,23,48.62,67.49
20110109,7:00,19,44.45,80.19
20110109,8:00,21,42.52,83.2
20110109,9:00,22,43.62,80.18
20110109,10:00,20,44.83,79.68
20110109,11:00,19,46.32,79.61
20110109,12:00,17,48.07,80.13
20110109,13:00,13,48.11,80.08
20110109,14:00,8,48.02,82.17
20110109,15:00,9,48.15,79.75
20110109,16:00,11,46.5,80.39
20110109,17:00,11,44.93,83.33
20110109,18:00,11,44.75,83.54
20110109,19:00,14,44.23,82.98
20110109,20:00,14,44.38,82.24
20110109,21:00,18,44.08,80.23
20110109,22:00,22,43.57,76.67
20110109,23:00,21,43.13,77.45
20110110,0:00,25,42.68,77.62
20110110,1:00,19,41.68,80.47
20110110,2:00,20,40.33,81.92
20110110,3:00,20,40.1,81.83
20110110,4:00,18,40.53,81.45
20110110,5:00,14,40.51,82.56
20110110,6:00,11,40.35,83.73
20110110,7:00,12,40.27,83.86
20110110,8:00,6,40.75,83.53
20110110,9:00,5,41.17,82.96
20110110,10:00,9,41.56,82.33
20110110,11:00,9,42.02,82.03
20110110,12:00,   NA,42.68,81.36
20110110,13:00,3,43.02,79.07
20110110,14:00,4,42.99,78.37
20110110,15:00,5,43.06,78.26
20110110,16:00,3,42.91,79.25
20110110,17:00,5,42.23,81.87
20110110,18:00,6,42.12,80.01
20110110,19:00,5,41.93,79.29
20110110,20:00,8,41.79,77.86
20110110,21:00,11,41.77,74.87
20110110,22:00,13,41.48,72.54
20110110,23:00,19,40.76,69.51
20110111,0:00,20,39.98,65.53
20110111,1:00,20,39.61,67.05
20110111,2:00,20,39.03,66.72
20110111,3:00,19,37.85,65.19
20110111,4:00,17,35.9,66.72
20110111,5:00,14,35.17,68.52
20110111,6:00,10,36.07,67.96
20110111,7:00,8,36.88,67.57
20110111,8:00,8,37.69,65.21
20110111,9:00,12,38.67,61.48
20110111,10:00,14,40.18,54.52
20110111,11:00,17,40.81,48.25
20110111,12:00,19,42.17,42.98
20110111,13:00,21,44.15,38.4
20110111,14:00,22,46,34.53
20110111,15:00,23,47.23,31.25
20110111,16:00,21,46.74,29.52
20110111,17:00,20,45.51,32.12
20110111,18:00,15,43.7,34.54
20110111,19:00,13,42.18,35.83
20110111,20:00,13,40.69,39.12
20110111,21:00,16,39.14,41.25
20110111,22:00,16,37.86,41.14
20110111,23:00,18,36.17,44.53
20110112,0:00,14,34.52,47.51
20110112,1:00,22,32.84,53.33
20110112,2:00,21,31.38,55.19
20110112,3:00,18,30.44,54.82
20110112,4:00,12,29.91,53.77
20110112,5:00,10,29.55,55.79
20110112,6:00,2,29.3,54.74
20110112,7:00,2,29.23,53.64
20110112,8:00,8,30.53,48.58
20110112,9:00,12,32.8,43
20110112,10:00,   NA,35.96,36.05
20110112,11:00,   NA,38.64,31.89
20110112,12:00,20,40.96,29.62
20110112,13:00,18,42.86,27.27
20110112,14:00,23,44.75,25.12
20110112,15:00,23,45.77,23.2
20110112,16:00,19,45.94,23.86
20110112,17:00,15,45.36,25.88
20110112,18:00,11,44.24,29.12
20110112,19:00,12,43.3,28.41
20110112,20:00,16,41.88,29.58
20110112,21:00,13,40.62,31.4
20110112,22:00,15,39.07,32.9
20110112,23:00,20,37.92,31.73
20110113,0:00,21,37.1,33.54
20110113,1:00,21,36.19,35.38
20110113,2:00,20,35.41,38.02
20110113,3:00,21,34.51,40.8
20110113,4:00,20,33.74,43.27
20110113,5:00,19,33.26,45.53
20110113,6:00,17,32.98,44.14
20110113,7:00,11,33.3,42.99
20110113,8:00,13,33.41,42.34
20110113,9:00,12,33.79,40.28
20110113,10:00,13,34.05,39.88
20110113,11:00,12,35.32,38.21
20110113,12:00,15,36.28,37.84
20110113,13:00,15,37.27,37.19
20110113,14:00,13,37.88,36.31
20110113,15:00,10,38.36,37.04
20110113,16:00,7,38.65,37.26
20110113,17:00,4,38.75,37.77
20110113,18:00,4,38.82,38.86
20110113,19:00,5,38.77,39.78
20110113,20:00,5,38.98,40.72
20110113,21:00,2,39,45.32
20110113,22:00,1,39.21,46.04
20110113,23:00,0,39.42,45.73
20110114,0:00,0,39.69,45.92
20110114,1:00,0,39.74,45.67
20110114,2:00,5,39.78,47.79
20110114,3:00,4,39.92,48.15
20110114,4:00,1,40.12,47.67
20110114,5:00,6,40.29,46.32
20110114,6:00,1,40.66,47.33
20110114,7:00,0,41.07,49.56
20110114,8:00,1,42.28,51.88
20110114,9:00,2,44.34,55.84
20110114,10:00,5,46.79,58.57
20110114,11:00,13,49.98,59.83
20110114,12:00,21,51.2,60.79
20110114,13:00,26,52.12,61.23
20110114,14:00,25,52.15,64.62
20110114,15:00,25,52.03,65.94
20110114,16:00,24,51.45,67.66
20110114,17:00,18,51,65.96
20110114,18:00,16,50.48,66.42
20110114,19:00,15,49.84,66.66
20110114,20:00,21,49.24,66.97
20110114,21:00,20,49.12,63.65
20110114,22:00,19,49.57,62.88
20110114,23:00,26,49.66,62.12
20110115,0:00,25,49.86,63.82
20110115,1:00,27,50.2,68.36
20110115,2:00,20,51.14,73.79
20110115,3:00,17,51.32,74.64
20110115,4:00,15,49.72,74.81
20110115,5:00,13,50.5,76.67
20110115,6:00,12,50.29,76.64
20110115,7:00,9,50.1,75.94
20110115,8:00,7,50.89,75.33
20110115,9:00,14,53.6,74.84
20110115,10:00,23,56.64,74.24
20110115,11:00,26,58.83,71.84
20110115,12:00,28,60.32,70.38
20110115,13:00,32,61.58,70.93
20110115,14:00,34,61.08,71.4
20110115,15:00,31,60.17,74.75
20110115,16:00,30,58.78,78.5
20110115,17:00,26,57.72,80.24
20110115,18:00,24,57.49,81.22
20110115,19:00,17,57.5,83.23
20110115,20:00,19,57.53,82.74
20110115,21:00,22,57.69,80.16
20110115,22:00,   NA,57.92,77.33
20110115,23:00,20,58.51,76.76
20110116,0:00,18,58.6,76.49
20110116,1:00,20,58.34,77.69
20110116,2:00,31,58.95,78.53
20110116,3:00,26,58.4,77.26
20110116,4:00,26,58.29,79.22
20110116,5:00,27,58.07,81.53
20110116,6:00,26,57.46,84.68
20110116,7:00,27,57.75,85.86
20110116,8:00,29,58.17,85.2
20110116,9:00,25,58.4,84.85
20110116,10:00,30,58.91,86
20110116,11:00,31,58.69,88.12
20110116,12:00,30,59.2,87.83
20110116,13:00,28,59.17,84.17
20110116,14:00,27,58.85,84.12
20110116,15:00,28,58.85,85.25
20110116,16:00,25,58.67,85.96
20110116,17:00,23,58.25,87.53
20110116,18:00,20,58.33,87.15
20110116,19:00,15,58.05,87.15
20110116,20:00,14,57.8,86.64
20110116,21:00,19,57.95,87.05
20110116,22:00,18,57.96,86.53
20110116,23:00,4,56.13,87.12
20110117,0:00,1,51.99,87.97
20110117,1:00,1,51.77,88.25
20110117,2:00,1,51.6,87.79
20110117,3:00,1,51.28,87.12
20110117,4:00,1,51.12,87.11
20110117,5:00,1,50.64,86.95
20110117,6:00,0,50.2,87.77
20110117,7:00,0,49.9,88.35
20110117,8:00,1,49.74,88.67
20110117,9:00,2,50.16,88.37
20110117,10:00,3,50.77,87.47
20110117,11:00,4,51.61,84.49
20110117,12:00,9,52.8,80.92
20110117,13:00,15,53.97,76.33
20110117,14:00,15,54.99,72.4
20110117,15:00,15,56.66,68.99
20110117,16:00,14,57.92,66.78
20110117,17:00,10,57.43,67.4
20110117,18:00,1,55.61,71.37
20110117,19:00,3,53.83,78.13
20110117,20:00,13,51.72,83.12
20110117,21:00,17,51.07,84.28
20110117,22:00,21,51.08,85.83
20110117,23:00,17,51.36,86.47
20110118,0:00,14,52.14,85.8
20110118,1:00,9,52.77,84.03
20110118,2:00,8,53.02,84.14
20110118,3:00,8,52.94,86.37
20110118,4:00,2,53.12,87.28
20110118,5:00,1,53.19,88.08
20110118,6:00,0,53.71,88.97
20110118,7:00,0,55.38,88.92
20110118,8:00,0,56.33,87.84
20110118,9:00,   NA,57.23,89.36
20110118,10:00,   NA,59.01,90.01
20110118,11:00,5,61.52,88.27
20110118,12:00,8,61.48,81.03
20110118,13:00,12,59.66,78.33
20110118,14:00,15,59.5,73.49
20110118,15:00,14,58.95,72.58
20110118,16:00,12,58.52,71.33
20110118,17:00,6,57.81,72.1
20110118,18:00,3,56.55,74.83
20110118,19:00,3,55.59,77.35
20110118,20:00,2,54.64,79.78
20110118,21:00,3,53.4,79.28
20110118,22:00,0,52.23,80.77
20110118,23:00,4,50.86,81.87
20110119,0:00,8,49.82,84.04
20110119,1:00,10,49.62,85.6
20110119,2:00,2,48.66,86.32
20110119,3:00,1,47.61,85.79
20110119,4:00,1,46.75,86.57
20110119,5:00,0,45.94,86.91
20110119,6:00,0,44.95,87.26
20110119,7:00,0,44.57,85.97
20110119,8:00,4,45.98,75.04
20110119,9:00,8,49.04,67.66
20110119,10:00,11,52.48,64.76
20110119,11:00,16,56.12,63.33
20110119,12:00,21,58.5,61.25
20110119,13:00,24,60.54,59.19
20110119,14:00,26,60.67,61.28
20110119,15:00,25,58.69,65.63
20110119,16:00,25,58.75,65.02
20110119,17:00,19,58.22,68.28
20110119,18:00,17,55.42,76.22
20110119,19:00,21,54.41,78.71
20110119,20:00,23,54.57,78.2
20110119,21:00,19,53.93,79.08
20110119,22:00,17,53.97,81.96
20110119,23:00,21,53.99,82.7
20110120,0:00,17,54.8,83.41
20110120,1:00,12,55.43,84.09
20110120,2:00,20,56.5,84.59
20110120,3:00,20,57.33,83.7
20110120,4:00,5,57.12,83.93
20110120,5:00,0,56.45,85.02
20110120,6:00,0,57.87,83.99
20110120,7:00,1,58.88,84.33
20110120,8:00,1,59.77,83.42
20110120,9:00,   NA,60.29,81.47
20110120,10:00,12,63.12,78.33
20110120,11:00,14,64.18,77.21
20110120,12:00,5,61.31,80.83
20110120,13:00,6,56.72,84.3
20110120,14:00,4,50.05,83.31
20110120,15:00,4,46.61,79.01
20110120,16:00,4,45.3,75.22
20110120,17:00,5,44.39,70.8
20110120,18:00,8,41.71,70.42
20110120,19:00,11,40.58,68.78
20110120,20:00,16,38.53,66.03
20110120,21:00,17,36.99,65.48
20110120,22:00,18,35.71,64.88
20110120,23:00,21,34.27,65.86
20110121,0:00,21,33.58,65.73
20110121,1:00,21,33.4,66.61
20110121,2:00,19,33.42,67.92
20110121,3:00,17,33.13,68.51
20110121,4:00,17,32.92,69.07
20110121,5:00,12,32.49,69.33
20110121,6:00,10,32.49,70.08
20110121,7:00,9,32.64,70.89
20110121,8:00,7,32.99,70.62
20110121,9:00,10,33.8,68.81
20110121,10:00,16,34.64,66.83
20110121,11:00,17,35.98,63.6
20110121,12:00,19,38.45,59.07
20110121,13:00,18,40.92,54.26
20110121,14:00,17,42.94,49.42
20110121,15:00,19,44.53,46.73
20110121,16:00,16,45.27,45.91
20110121,17:00,15,44.99,49.87
20110121,18:00,5,43.45,53.88
20110121,19:00,1,42.9,57.33
20110121,20:00,0,41.93,57.64
20110121,21:00,1,41.13,57.52
20110121,22:00,5,40.38,59.03
20110121,23:00,2,39.69,60.65
20110122,0:00,1,38.92,63.63
20110122,1:00,2,37.66,66.82
20110122,2:00,2,36.62,68.46
20110122,3:00,4,36.48,68.32
20110122,4:00,0,35.57,68.67
20110122,5:00,0,35.5,70.78
20110122,6:00,8,35.18,68.96
20110122,7:00,1,34.7,68.59
20110122,8:00,5,37.78,60.61
20110122,9:00,7,43.11,50.61
20110122,10:00,7,45.91,45.2
20110122,11:00,10,49.39,43.17
20110122,12:00,15,52.58,37.33
20110122,13:00,20,55.34,34.04
20110122,14:00,22,56.48,31.79
20110122,15:00,24,57.98,31.41
20110122,16:00,28,57.95,31
20110122,17:00,31,53.63,43.12
20110122,18:00,29,49.26,51.58
20110122,19:00,31,46.68,59.04
20110122,20:00,29,45.23,63.34
20110122,21:00,19,44.07,65.96
20110122,22:00,   NA,43.09,70.01
20110122,23:00,   NA,42.98,71.45
20110123,0:00,4,42.48,71.08
20110123,1:00,4,42.69,74.89
20110123,2:00,3,42.42,78.46
20110123,3:00,0,43.11,77.33
20110123,4:00,0,43.63,82.22
20110123,5:00,0,44.53,84.39
20110123,6:00,0,46.47,80.83
20110123,7:00,0,51.59,77.28
20110123,8:00,11,53.27,75.26
20110123,9:00,28,55.36,72.54
20110123,10:00,32,57.11,69.43
20110123,11:00,34,59.01,64.95
20110123,12:00,35,60.28,61.65
20110123,13:00,38,61.24,58.92
20110123,14:00,39,61.57,58.71
20110123,15:00,34,60.17,60.82
20110123,16:00,33,59.17,63.28
20110123,17:00,31,58.85,64.38
20110123,18:00,25,58.14,65.83
20110123,19:00,27,57.47,68.3
20110123,20:00,25,56.55,70.74
20110123,21:00,27,55.52,76.67
20110123,22:00,21,54.89,80.43
20110123,23:00,17,53.1,86.72
20110124,0:00,22,52.61,88.47
20110124,1:00,22,52.61,88.85
20110124,2:00,25,52.8,88.9
20110124,3:00,21,52.78,88.88
20110124,4:00,22,52.71,88.75
20110124,5:00,11,52.71,88.78
20110124,6:00,7,52.57,88.72
20110124,7:00,3,52.27,88.58
20110124,8:00,2,51.73,88.36
20110124,9:00,5,50.68,88.17
20110124,10:00,7,50.53,87.95
20110124,11:00,8,50.89,87.84
20110124,12:00,10,51.23,88.13
20110124,13:00,12,51.48,88.06
20110124,14:00,8,51.83,88.02
20110124,15:00,8,52.09,88.18
20110124,16:00,6,52.06,88.35
20110124,17:00,9,52.12,88.6
20110124,18:00,   NA,52.08,88.43
20110124,19:00,   NA,51.67,88.3
20110124,20:00,8,51.23,88.68
20110124,21:00,6,50.65,88.63
20110124,22:00,5,49.91,88.38
20110124,23:00,8,49.31,87.93
20110125,0:00,9,49.09,87.44
20110125,1:00,12,48.73,87.22
20110125,2:00,13,48.22,87.65
20110125,3:00,16,47.87,87.65
20110125,4:00,20,47.2,86.86
20110125,5:00,16,46.99,85.6
20110125,6:00,13,47.26,84.9
20110125,7:00,7,47.92,83.87
20110125,8:00,11,47.38,81.52
20110125,9:00,10,47.37,78.03
20110125,10:00,14,48.08,75.27
20110125,11:00,17,49.08,73.59
20110125,12:00,   NA,52.52,65.18
20110125,13:00,   NA,54.33,57.83
20110125,14:00,27,56.23,50.17
20110125,15:00,26,57.03,38.68
20110125,16:00,23,57.05,35.7
20110125,17:00,16,55.68,36.84
20110125,18:00,8,53.82,40.72
20110125,19:00,1,52.24,47.09
20110125,20:00,3,50.96,51.82
20110125,21:00,5,50.18,52.09
20110125,22:00,1,48.77,57.92
20110125,23:00,5,47.08,61.65
20110126,0:00,14,45.73,62.94
20110126,1:00,19,44.38,66.44
20110126,2:00,11,43.26,68.44
20110126,3:00,13,42.95,65.94
20110126,4:00,11,42.08,68.72
20110126,5:00,11,41.19,69.76
20110126,6:00,1,40.58,68.55
20110126,7:00,1,40.27,73.52
20110126,8:00,2,43.35,65.17
20110126,9:00,6,47.44,52.12
20110126,10:00,16,50.61,42.31
20110126,11:00,23,53.16,36.52
20110126,12:00,27,54.05,34.06
20110126,13:00,29,55.83,30.97
20110126,14:00,28,57.3,30.78
20110126,15:00,25,57.88,29.75
20110126,16:00,25,58.07,29.11
20110126,17:00,21,57.75,30.41
20110126,18:00,5,55.46,36.38
20110126,19:00,16,50.95,49.83
20110126,20:00,21,48.86,49.56
20110126,21:00,10,47.88,53.02
20110126,22:00,14,46.42,55.1
20110126,23:00,14,45.77,57.23
20110127,0:00,20,45.49,62.15
20110127,1:00,28,46.07,64.34
20110127,2:00,28,45.13,64.11
20110127,3:00,28,44.73,65.78
20110127,4:00,24,44.48,68.94
20110127,5:00,25,44.67,68.19
20110127,6:00,19,44.31,69.22
20110127,7:00,2,44.64,69.81
20110127,8:00,5,46.65,65.62
20110127,9:00,13,50.84,51.42
20110127,10:00,24,55.31,40.2
20110127,11:00,32,58.56,35.12
20110127,12:00,35,61.1,31.67
20110127,13:00,37,63.2,28.58
20110127,14:00,39,64.81,26.29
20110127,15:00,39,65.66,25.04
20110127,16:00,36,65.96,24.35
20110127,17:00,31,65.15,24.85
20110127,18:00,13,61.62,32.06
20110127,19:00,10,58.59,37.42
20110127,20:00,7,56.5,39.78
20110127,21:00,21,55.53,43.02
20110127,22:00,26,54.07,45.02
20110127,23:00,30,52.41,48.83
20110128,0:00,33,50.92,51.55
20110128,1:00,30,51.67,54.66
20110128,2:00,28,51.6,56.28
20110128,3:00,30,51.38,59.63
20110128,4:00,26,50.53,59.62
20110128,5:00,21,50.22,59.51
20110128,6:00,12,49.7,60.34
20110128,7:00,9,49.88,59.02
20110128,8:00,17,52.5,51.26
20110128,9:00,21,56.41,46.85
20110128,10:00,27,61.02,42.33
20110128,11:00,24,65.26,35.61
20110128,12:00,34,68.38,29.24
20110128,13:00,43,70.42,26.42
20110128,14:00,49,71.72,25.23
20110128,15:00,41,72.08,25.77
20110128,16:00,37,71.57,23.86
20110128,17:00,28,69.7,27.45
20110128,18:00,13,66.37,30.39
20110128,19:00,17,63.75,35.56
20110128,20:00,20,62.05,38.27
20110128,21:00,36,60.46,47.95
20110128,22:00,33,58.15,56.86
20110128,23:00,33,56.5,58.85
20110129,0:00,37,55.35,61.11
20110129,1:00,33,53.97,64.22
20110129,2:00,31,54,68.31
20110129,3:00,30,54.21,71.98
20110129,4:00,31,53.86,74.72
20110129,5:00,28,54.3,76.88
20110129,6:00,21,54.9,78.42
20110129,7:00,8,55.16,79.52
20110129,8:00,12,57.68,77.67
20110129,9:00,20,63.12,71.73
20110129,10:00,35,67.78,63.96
20110129,11:00,36,68.44,63.44
20110129,12:00,35,70.15,62.47
20110129,13:00,40,71.53,61.1
20110129,14:00,35,71.68,61.49
20110129,15:00,38,70.79,64.8
20110129,16:00,35,68.82,68.51
20110129,17:00,27,67.71,71.76
20110129,18:00,31,66.58,74.92
20110129,19:00,32,65.88,76.81
20110129,20:00,29,65.51,77.46
20110129,21:00,32,65.44,78.59
20110129,22:00,   NA,65.18,79.28
20110129,23:00,30,65.22,80.78
20110130,0:00,31,64.81,81.45
20110130,1:00,30,63.98,82.53
20110130,2:00,27,63.27,83.9
20110130,3:00,27,63.42,84.08
20110130,4:00,29,63.73,83.14
20110130,5:00,25,63.5,82.72
20110130,6:00,19,63.19,83.21
20110130,7:00,17,62.6,83.44
20110130,8:00,18,62.84,85.33
20110130,9:00,17,63.78,85.38
20110130,10:00,25,64.6,86.22
20110130,11:00,26,65.4,86.73
20110130,12:00,27,67.7,80.74
20110130,13:00,29,68.37,80.08
20110130,14:00,30,69.31,73.9
20110130,15:00,29,68.94,66.9
20110130,16:00,26,68.91,65.58
20110130,17:00,20,67.16,69.33
20110130,18:00,16,63.66,73.42
20110130,19:00,15,61.62,78.56
20110130,20:00,9,59.97,81.88
20110130,21:00,7,58.83,83.71
20110130,22:00,10,58.73,80.96
20110130,23:00,8,59.76,82.62
20110131,0:00,17,58.62,85.61
20110131,1:00,17,58.68,83.53
20110131,2:00,18,57.99,82.84
20110131,3:00,21,57.72,83.26
20110131,4:00,15,57.25,84.37
20110131,5:00,8,56.97,84.69
20110131,6:00,4,57.15,85.53
20110131,7:00,9,58.24,85.67
20110131,8:00,10,59.39,87.17
20110131,9:00,14,60.28,89.94
20110131,10:00,   NA,61.84,90.47
20110131,11:00,   NA,64.08,87.94
20110131,12:00,12,68.45,79.91
20110131,13:00,14,71.22,74.2
20110131,14:00,18,71.78,74.79
20110131,15:00,13,71.28,74.18
20110131,16:00,11,69.86,76.99
20110131,17:00,7,64.83,83.12
20110131,18:00,11,61.82,88.65
20110131,19:00,8,61.12,90.28
20110131,20:00,11,60.91,90.68
20110131,21:00,11,61.11,91.03
20110131,22:00,9,61.32,91.09
20110131,23:00,11,61.13,91.17
20110201,0:00,8,61.83,91.2
20110201,1:00,10,62.73,91.12
20110201,2:00,12,63.12,91.22
20110201,3:00,11,66.75,91.53
20110201,4:00,11,67.86,89.03
20110201,5:00,10,68.82,86.22
20110201,6:00,11,64.75,84.18
20110201,7:00,7,44.72,85.64
20110201,8:00,5,43.54,80.07
20110201,9:00,8,43.24,76.37
20110201,10:00,13,39.12,75.14
20110201,11:00,7,37.14,69.46
20110201,12:00,5,36.63,63.86
20110201,13:00,8,37.68,58.3
20110201,14:00,9,38.19,56.31
20110201,15:00,8,37.23,53.2
20110201,16:00,8,36.69,51.76
20110201,17:00,8,35.32,50.73
20110201,18:00,9,32.48,53.54
20110201,19:00,12,30.69,54.42
20110201,20:00,14,29.2,55.08
20110201,21:00,14,27.94,54.42
20110201,22:00,14,26.97,53.72
20110201,23:00,16,25.53,55.09
20110202,0:00,15,25,55.96
20110202,1:00,15,24.61,56.73
20110202,2:00,14,24.2,55.85
20110202,3:00,16,23.48,55.14
20110202,4:00,13,22.77,55.13
20110202,5:00,11,21.72,56.17
20110202,6:00,6,21.37,55.81
